date,blockchain_size,difficulty,hash_rate,transaction_volume,median_confirmation_time,avg_block_size,attack_type,sup_pred,sup_confidence,ocsvm_score,kmeans_distance,anomaly_score,risk_score
2020-03-11,325.1662661254286,12.192156622366184,88.94295331514064,246912.1085367949,12.058914963196717,1.140358859203112,normal,1,0.9994332790374756,-1.0768665739849257,1.7111964743573613,0.3314104813934995,0.13734126337646588
2022-04-07,573.3590035349789,13.212086697421718,106.97903272539028,281018.59507245326,8.311351925633858,1.221780233974873,normal,1,0.9977099299430847,-0.5346317589735761,2.0428751826913163,0.467295253595813,0.19931902107579366
2020-08-19,378.1679436709355,12.632881131352928,90.26453800295532,243166.90710964196,8.943405906674041,1.1950119845871885,normal,1,0.9997190535068512,-1.5324045583451156,1.1573908633936214,0.17843109900982024,0.06855918975601992
2021-08-11,500.36969910496816,9.711515528144858,108.90198411124788,240583.99140873243,9.166749388769077,1.208451847581533,normal,1,0.999773234128952,-1.3531575713529786,1.9296405451353513,0.31683502930765745,0.13060026142535855
2022-01-01,539.0458446769971,10.73046501751369,90.7361887001846,270193.3863430412,7.692615437320283,1.2506157655460712,normal,1,0.9992811977863312,-0.7116337872262748,2.0741841381461277,0.4426309358428874,0.18731441769718687
2020-10-26,402.925674799162,14.046210644960766,108.17889658025028,247671.1142676288,10.75927929677193,1.2739180494701567,normal,1,0.9997846782207489,-1.5417479214085197,1.8472435672057113,0.2742244416268943,0.11148272579078407
2020-04-20,327.11359664875505,13.976091098451487,117.32514999485092,248248.5112630713,7.1281809522629445,1.2067838513916938,normal,1,0.9997846782207489,-0.4254818267622307,2.6200311229293036,0.5666572151628079,0.24263759354705364
2020-03-13,323.84756613370496,13.260965323483086,96.91965715814258,247348.38755326328,7.713961375852543,1.280891926939272,normal,1,0.9997896254062653,-0.9086432076105582,1.6614634174067138,0.35203307801183326,0.14637660331508326
2020-03-27,333.2755645373424,14.255097452650729,91.90396480078354,238450.05900703813,14.970379833357782,1.3021515392781864,normal,1,0.9950246214866638,-1.0528356571448683e-05,3.173784851207608,0.7146892981099155,0.3118853935577053
2020-05-19,340.23055049791924,13.570647453918232,100.97983153470896,247614.32184399923,7.303905776119666,0.916767407501586,normal,1,0.9997802078723907,-0.00035474005471369807,3.2635647031130155,0.7272994117845458,0.314687624619356
2021-06-17,471.8092126608095,11.125383842146592,96.42970799193392,278671.28630709584,12.543784843877312,1.253843495721645,normal,1,0.9944038689136505,-0.9788830174971737,2.214240833881699,0.41848170252806716,0.1794099855500637
2022-03-12,564.716773021872,12.733780695221496,106.19711445966136,240590.2983107305,12.143859730423594,1.168733155426764,normal,1,0.9994191229343414,-1.1684350732712776,1.4660566113326168,0.2817799376270287,0.11509066710920811
2020-04-30,343.9996536173065,12.78425323205325,80.20700189624212,245816.74908773863,11.99116302800406,1.1546363612408317,normal,1,0.9995032250881195,-0.6953847403316842,2.3641718764982746,0.4862138371238298,0.206727949051742
2021-12-12,536.7800606920384,9.655213786955017,105.47264797377969,243953.86016402452,6.508585134280696,1.0921487258635405,normal,1,0.9997631311416626,-0.4414467400106892,2.6120294233634183,0.5629052410006776,0.24096777717901965
2021-08-13,497.2432594397121,11.17221278116133,81.53812137761906,271277.97017722053,10.791597697419494,1.0179239722197984,normal,1,0.9989884793758392,-0.6036537762550576,3.0788350374098403,0.6021141738390188,0.25901760954252995
2020-06-17,354.8353508549134,11.298448198032164,98.0509171964732,258022.26004518865,11.32940549066622,1.114383015933825,normal,1,0.9997871220111847,-1.4881073395688804,1.3180192634975079,0.20837156248320743,0.08194652046854389
2021-02-26,439.5783160762921,11.894251832911364,107.44191971499936,257368.11498117997,6.296314536850683,1.2587391699806012,normal,1,0.9997835457324982,-1.336936739206131,2.1448977703599246,0.34986987591852514,0.14541006408781687
2021-03-23,444.466340779153,13.40147986685891,86.6968637426101,239317.39203735936,15.629308888945106,1.0665389393089768,normal,1,0.9934687316417694,-0.000468713094254003,3.5261861582898324,0.7643328606725605,0.3350838562690538
2020-03-08,327.3758402402944,14.701410649366224,111.26705136827584,256821.11368211705,11.180844122502927,1.0770816402199583,normal,1,0.9997750222682953,-0.337102146613657,2.602055466317411,0.5786419532468452,0.24801849169213275
2020-07-30,376.0893966102467,12.326149309769583,92.37275221433784,255376.8042731443,10.840383085789984,1.2592530307317762,normal,1,0.9997747838497162,-1.6349545790397877,1.1525054703053035,0.16089279218971417,0.060659894779710864
2022-01-11,540.8768648882346,14.118330833123144,87.41495089324665,240788.1615248753,10.383795471746073,1.115756736987367,normal,1,0.999661922454834,-0.9279979116185859,2.2114855329214897,0.4264534303696219,0.17983043980042773
2021-11-19,533.1432314316737,10.75861466902692,100.2538842054241,262924.54186746915,13.0182620268091,1.1082023895389264,normal,1,0.9983071386814117,-0.9698161790026796,2.0901435588825525,0.40246301984846966,0.1698837119480479
2020-11-29,407.7376619652426,15.86956400648148,105.9181413374138,235265.58948617984,11.521693308622956,1.2619738784702867,normal,1,0.9997232258319855,-0.5783780222261394,2.9128120929027883,0.5828435091119011,0.24993394967037746
2021-06-26,483.516651590355,12.27153233805556,104.920188479928,224971.01111682708,10.762619224529567,1.1829614234611805,normal,1,0.9997835457324982,-1.5409587755934737,1.4831458773097597,0.22298506195496792,0.08850275922437797
2020-12-10,412.4390242672365,11.026083682400987,97.76797745365197,260719.14685954928,9.17555850995106,1.3166370545669253,normal,1,0.9997962415218353,-1.5495593842486426,1.6560343808533897,0.24596409915869732,0.09880114319233915
2022-04-17,574.3185746238922,10.39829561763121,109.41310580767484,237813.9647659387,9.45491055727638,1.1198472409895457,normal,1,0.9997631311416626,-0.8018814069584348,1.8911433332425815,0.40197871282861164,0.16879290681247763
2021-10-20,520.5677319239727,14.239032853439284,104.99685110302934,256872.52172183048,9.816587951709748,1.18158541843168,normal,1,0.9997658729553223,-1.5212843229965918,1.5356888516112073,0.23363066047438222,0.0932878690074839
2021-06-06,470.88042959236753,11.452570905685672,104.57772866151886,270558.0421599507,11.915583228945811,1.1814075519051228,normal,1,0.9988681077957153,-1.5695141752825101,1.652942888407073,0.24224934583238378,0.09769197220068528
2020-09-17,382.1284177199739,8.250891427689641,108.50897962167971,237632.2875770849,9.096101256176244,1.0730001402606124,normal,1,0.9997821152210236,-0.22679633896067175,3.098422292230967,0.6667956240877557,0.28755078615585933
2021-06-15,468.8892851169088,13.223605818808943,99.28400748141934,219612.8819033293,10.004575872287008,1.3254338360757338,normal,1,0.9997816383838654,-1.2161383091959639,2.206768473163327,0.378446231982309,0.15822758388195785
