date,blockchain_size,difficulty,hash_rate,transaction_volume,median_confirmation_time,avg_block_size,attack_type
2020-03-11,325.1662661254286,12.192156622366184,88.94295331514064,246912.1085367949,12.058914963196715,1.140358859203112,normal
2022-04-07,573.3590035349789,13.212086697421718,106.97903272539028,281018.59507245326,8.311351925633858,1.2217802339748727,normal
2020-08-19,378.1679436709355,12.632881131352928,90.26453800295532,243166.90710964194,8.943405906674041,1.1950119845871883,normal
2021-08-11,500.36969910496816,9.711515528144858,108.90198411124787,240583.99140873243,9.166749388769075,1.2084518475815327,normal
2020-02-09,502.9858777011393,11.153882053894908,97.9188314272746,635640.1751390662,15.85142407374614,2.415327588019525,DDoS
2022-01-01,539.0458446769971,10.73046501751369,90.73618870018461,270193.3863430412,7.692615437320283,1.2506157655460712,normal
2020-10-26,402.925674799162,14.046210644960766,108.17889658025028,247671.11426762876,10.75927929677193,1.2739180494701567,normal
2020-04-20,327.11359664875505,13.976091098451489,117.32514999485092,248248.5112630713,7.1281809522629445,1.2067838513916938,normal
2020-03-13,323.84756613370496,13.260965323483086,96.91965715814258,247348.38755326328,7.713961375852543,1.280891926939272,normal
2020-03-27,333.2755645373424,14.255097452650727,91.90396480078354,238450.05900703813,14.970379833357782,1.3021515392781864,normal
2020-05-19,340.23055049791924,13.570647453918232,100.97983153470895,247614.32184399923,7.303905776119666,0.9167674075015859,normal
2021-06-17,471.8092126608095,11.125383842146592,96.42970799193391,278671.28630709584,12.543784843877313,1.253843495721645,normal
2022-03-12,564.716773021872,12.733780695221496,106.19711445966136,240590.29831073046,12.143859730423594,1.1687331554267641,normal
2020-04-30,343.9996536173065,12.78425323205325,80.20700189624212,245816.74908773866,11.99116302800406,1.1546363612408317,normal
2021-12-12,536.7800606920384,9.655213786955015,105.47264797377967,243953.86016402455,6.508585134280696,1.0921487258635403,normal
2021-08-13,497.2432594397121,11.17221278116133,81.53812137761906,271277.97017722053,10.791597697419494,1.0179239722197984,normal
2020-06-17,354.8353508549134,11.298448198032164,98.0509171964732,258022.26004518865,11.32940549066622,1.114383015933825,normal
2021-02-26,439.5783160762921,11.894251832911364,107.44191971499937,257368.11498117994,6.296314536850683,1.2587391699806012,normal
2021-03-23,444.466340779153,13.40147986685891,86.6968637426101,239317.39203735936,15.629308888945106,1.0665389393089768,normal
2020-03-08,327.3758402402944,14.701410649366224,111.26705136827583,256821.11368211702,11.180844122502927,1.0770816402199583,normal
2020-07-30,376.0893966102467,12.326149309769585,92.37275221433785,255376.8042731443,10.840383085789984,1.2592530307317762,normal
2022-01-11,540.8768648882346,14.118330833123144,87.41495089324665,240788.16152487526,10.383795471746073,1.1157567369873673,normal
2021-11-19,533.1432314316737,10.75861466902692,100.2538842054241,262924.54186746915,13.0182620268091,1.1082023895389264,normal
2020-11-29,407.7376619652426,15.869564006481479,105.91814133741379,235265.58948617982,11.521693308622956,1.2619738784702867,normal
2021-06-26,483.516651590355,12.271532338055561,104.92018847992799,224971.01111682708,10.762619224529569,1.1829614234611803,normal
2020-12-10,412.4390242672365,11.026083682400989,97.76797745365195,260719.14685954928,9.17555850995106,1.3166370545669253,normal
2020-01-31,307.00259040937584,11.918494764952293,107.08214423256557,383352.4003824881,32.9380217256318,1.2168015340532528,DoubleSpending
2022-04-17,574.3185746238922,10.39829561763121,109.41310580767484,237813.9647659387,9.454910557276381,1.1198472409895457,normal
2021-10-20,520.5677319239727,14.239032853439284,104.99685110302934,256872.52172183048,9.816587951709748,1.1815854184316799,normal
2021-06-06,470.88042959236753,11.452570905685672,104.57772866151886,270558.0421599507,11.915583228945811,1.1814075519051228,normal
2020-09-17,382.1284177199739,8.250891427689641,108.50897962167971,237632.2875770849,9.096101256176244,1.0730001402606124,normal
2022-01-26,554.7469009615791,13.226850576055114,73.64252260983122,381136.9493146598,30.561286664864728,1.1587520988112063,DoubleSpending
2020-10-25,403.5081370680547,13.435699596987998,84.46241233983936,414177.7081428657,29.831025801639964,0.99496425427158,DoubleSpending
2021-06-15,468.8892851169088,13.223605818808945,99.28400748141934,219612.88190332934,10.004575872287008,1.3254338360757338,normal
2021-09-07,505.87413705559356,11.817378737425075,102.71495310825648,256246.6905715218,11.11667284642341,1.2519358745637887,normal
2021-11-06,521.3611946488087,11.946537776553775,107.21562505126144,234639.5711367043,9.797438562596934,1.3801430099266487,normal
2020-01-24,300.55145372966683,10.94981877759124,93.4999741917654,272224.951036939,10.09386980412074,1.4075065039348542,normal
2021-08-12,492.2713050083867,13.893876155140774,110.35249334723753,245679.41689116886,9.873753973777504,1.1286415330092823,normal
2021-03-07,433.6303129710438,7.944165186033737,259.4610136033806,353569.4397189826,2.7415415595734918,0.9808746148834718,51percent
2020-07-28,389.0078176312491,14.87104703080018,109.37570137626558,268857.2382529386,11.62159729118342,1.1961257105010457,normal
2020-03-04,315.0423261676945,13.063505636382768,82.51468026761819,240526.33406252004,10.624756420933144,1.2219302337200435,normal
2020-08-27,384.0174503224795,13.051759113466348,82.30924095110882,244112.9334090869,9.379384589230193,1.2701494781924714,normal
2021-01-05,423.5930736744093,13.636965180891403,109.87334516589102,230960.0425517995,9.205609367708025,1.5076860370180503,normal
2022-01-14,550.864157171311,10.40640970777968,124.26716486345522,260431.0371182545,8.692203223348848,1.2972056965739722,normal
2021-10-14,516.2306399732547,5.456309079813149,205.85638679936582,316012.05858296785,4.911568236504781,1.2518101702029976,51percent
2021-09-17,506.0089939204025,13.63312292955628,105.14254756017834,257127.51619743073,11.039804279057504,1.1316365717713612,normal
2020-08-03,375.5412309745464,12.547441503699337,98.06173861227197,277729.13249944616,6.413787094930846,1.1962106918283169,normal
2021-06-03,476.9493716569034,12.761753634434436,88.99845767028305,260822.18985636014,7.9203869379462315,1.2398147265122537,normal
2021-05-09,472.4654535342904,11.452017673031836,91.69555593443435,226974.3962870146,12.46950382808959,1.1342627446005276,normal
2022-04-12,572.6211204154054,11.970870591168401,101.97292265631206,248448.53163564575,10.453368496989194,1.2256170605694279,normal
2021-03-29,453.68819698248353,13.138732740453971,99.87911052153946,244377.6691506729,10.389684680540276,1.2969569025752907,normal
2020-12-18,421.752146836811,9.009396536142816,100.20886488295962,245671.76956186444,14.368193466760912,1.2531026094894209,normal
2021-07-03,480.1836335769882,12.031907365104093,96.07987360080871,222131.4782290257,10.48706040837269,1.1813321037686555,normal
2020-10-07,394.00473911780244,12.269841226730218,100.00527958856597,253960.30122000506,10.603400017803471,1.2279083858345186,normal
2020-09-04,379.15827041110254,9.839923676108558,99.90699678861385,205132.96043648914,9.074120975949484,1.091387370081859,normal
2020-08-01,374.3359328972409,12.743522831958908,90.60096898891135,261368.8277488543,10.195340753496671,1.2356972759266927,normal
2020-05-17,344.1071562676924,9.80343767968527,104.67693171765433,274389.383730431,9.681275535708187,1.0779679310056023,normal
2021-01-31,672.1444802399772,13.378614724481652,104.25887206193036,655264.7571959504,8.43542228463697,1.7671353640852998,DDoS
2020-10-29,404.51511096221253,12.183446254548425,91.30336918725305,243795.91699867533,13.338139051652663,1.0604551495244927,normal
2021-06-27,488.4091779197522,10.05475207806623,94.7396515733242,265880.9279482582,10.623305712009557,1.1187176409663435,normal
2020-02-14,307.29037113826297,14.7699554940715,101.598563919974,212056.59883458546,8.37799827274231,1.237021188994174,normal
2021-01-25,425.65253176005467,12.582867906796446,84.01875648116253,222730.31161919268,6.621633924065477,1.1177923988172072,normal
2022-01-09,551.6791918156356,10.398700628618592,100.5493411099985,254390.7322321278,9.36529901551493,1.283783053522948,normal
2021-03-24,446.9301092397904,9.949681952376869,98.10879609222967,248340.01947164006,9.791314414026216,1.161432736902215,normal
