price,volume,tx_count,fee,difficulty,spread,attack_type,is_anomaly
49660.203444307095,869.7286212416342,526.1257052632878,0.0001235022093684101,1000028457581.1831,0.553097566196409,normal,0
49758.83599232268,1064.2714430900546,451.4171632729357,1.480642065866405e-05,998880453871.6168,0.5168015340532528,normal,0
49746.60845524616,871.2963539239714,534.0108052725225,0.00011944893646760919,999391773492.5553,0.530734561670797,normal,0
50048.253103085364,741.0637048558189,460.61081240458805,9.831937176481436e-05,999014196191.3322,0.5850079332417554,normal,0
49684.088332687774,1517.9127284037227,517.0025647284446,9.31502255278771e-05,1000571179406.2192,0.4813321037686555,normal,0
50129.421203771744,1024.4595006064567,467.0941755462372,7.150835358806206e-05,1001252842634.4275,0.663506639452752,normal,0
49726.74782715273,1208.8321754138144,484.8410108582862,0.00016117844412093138,999902084753.5571,0.5973101561015072,normal,0
50072.97844320315,1217.5420852315733,520.4719265321127,0.00011639055367870617,100146077031.06142,0.6255145788374904,51_percent,1
50094.00728487565,1359.1755346191044,542.3710838575211,0.00011276918778371585,999167938695.1501,0.4708241367741463,normal,0
50693.84531171086,938.1767071594998,535.9092862853968,0.00010999052168593568,1000480908092.7489,0.5251316648238102,normal,0
49863.17074279224,709.8144217777551,463.80176347661063,2.7677479802794906e-05,99617126003.06084,0.5020106466869099,51_percent,1
49823.14109363952,1140.2345484621796,521.5961272336971,9.204773947999744e-05,999848285566.4227,0.576624297504051,normal,0
50120.473466878444,1009.7720140651409,432.70645382633927,2.4141315166416048e-05,999307749670.7341,0.3907858406571267,normal,0
50048.135301322196,1181.5924627254099,2650.648241241416,0.00021908567658662732,1000307832372.5139,0.6191085854773477,ddos,1
49470.69552286223,1149.250713205444,547.643727360147,1.0278302854953463e-05,999623699275.075,0.5731955502509846,normal,0
49633.808180051376,1022.6540821075529,553.6489023883006,0.00010980657295119537,998457196781.7571,0.49420922501230913,normal,0
49434.85405093946,1176.6219554294319,524.1124476340328,0.0002043023524768557,999731354246.6903,0.5008783654898148,normal,0
50112.85663849355,683.5553666507044,2714.8379721329115,7.671347609779138e-06,1002935657902.3278,0.4182317603394866,ddos,1
50165.653799915264,1061.9641420454054,561.8065360903109,0.00013725026564386406,999502429161.6147,0.6726226545635633,normal,0
50038.60737103031,1095.4081654446243,537.3955128058767,6.267108267298805e-05,1000351479900.3522,0.6283816859853562,normal,0
49371.8308839624,749.6921151619111,464.57966165447687,0.00012553960442637975,1000045222709.0,0.47509281553469596,normal,0
49910.791976950946,994.156718829203,559.3072737021149,0.00011951830971976878,100067434057.44246,0.5359738975126789,51_percent,1
49614.787131430785,1321.4691152039986,487.4230556977752,4.894187712198499e-05,999451799701.8333,0.4241234742064625,normal,0
49683.03504376116,1176.7319874973346,481.4994485058936,8.516962704651009e-05,1001146440870.4008,0.4238644730191059,normal,0
49582.22567412623,864.4569260495788,529.2206490236242,0.00013798561477420843,1001230222175.6508,0.46001217613316286,normal,0
49547.5216586102,1214.5014674619604,475.6385717943224,6.939165414225897e-05,998897730259.5442,0.481614610684079,normal,0
49726.81982004043,755.1403527421269,589.7605677956161,0.00012279520975853515,998594436946.1437,0.4173888008285458,normal,0
50003.54651234155,1044.9369451503771,544.5191581759893,6.0990043544126865e-05,999190619178.9172,0.5632454216642301,normal,0
50138.804486919515,1094.9396465759905,527.8845530362562,7.644376740910607e-05,999804609648.823,0.4961257105010457,normal,0
49696.88077076824,1134.6362702539916,544.3827712936918,0.00011565922369324901,1000633326826.0713,0.48584742466330516,normal,0
49649.70914344245,940.9197179721941,458.7294735010522,9.17184294841184e-05,999373684723.817,0.3878469852574973,normal,0
49901.72716835246,673.5970229947166,567.55078762435,0.0029926489760442715,998650226930.6188,0.48166992904738026,double_spend,1
49981.06664856916,773.9642541030632,2923.004999578727,4.00524301003062e-05,1000423889482.444,0.5078964045668084,ddos,1
